source_idx: 14
h_value: 1.164567

points:
0.000000, 1.051462, -1.701302, 2.034444
0.000000, 1.051462, 1.701302, 2.034444
0.000000, -1.051462, 1.701302, 4.248741
-1.051462, 1.701302, 0.000000, 1.107149
-1.051462, -1.701302, 0.000000, 5.176037
1.051462, 1.701302, 0.000000, 1.107149
1.051462, -1.701302, 0.000000, 5.176037
0.000000, -1.051462, -1.701302, 4.248741
1.701302, 0.000000, 1.051462, 3.141593
-1.701302, 0.000000, 1.051462, 3.141593
-1.701302, 0.000000, -1.051462, 3.141593
1.701302, 0.000000, -1.051462, 3.141593
0.618034, 1.618034, -1.000000, 1.256637
-0.618034, 1.618034, -1.000000, 1.256637
0.000000, 2.000000, 0.000000, 0.000000
-0.618034, 1.618034, 1.000000, 1.256637
0.618034, 1.618034, 1.000000, 1.256637
0.000000, 0.000000, 2.000000, 3.141593
-1.000000, 0.618034, 1.618034, 2.513274
-1.000000, -0.618034, 1.618034, 3.769911
1.000000, 0.618034, 1.618034, 2.513274
1.000000, -0.618034, 1.618034, 3.769911
0.000000, 0.000000, -2.000000, 3.141593
1.000000, 0.618034, -1.618034, 2.513274
1.000000, -0.618034, -1.618034, 3.769911
-1.000000, 0.618034, -1.618034, 2.513274
-1.000000, -0.618034, -1.618034, 3.769911
0.618034, -1.618034, 1.000000, 5.026548
-0.618034, -1.618034, 1.000000, 5.026548
0.000000, -2.000000, 0.000000, 6.283185
-0.618034, -1.618034, -1.000000, 5.026548
0.618034, -1.618034, -1.000000, 5.026548
-1.618034, 1.000000, 0.618034, 2.094395
-1.618034, 1.000000, -0.618034, 2.094395
-2.000000, 0.000000, 0.000000, 3.141593
-1.618034, -1.000000, -0.618034, 4.188790
-1.618034, -1.000000, 0.618034, 4.188790
1.618034, 1.000000, -0.618034, 2.094395
1.618034, 1.000000, 0.618034, 2.094395
2.000000, 0.000000, 0.000000, 3.141593
1.618034, -1.000000, 0.618034, 4.188790
1.618034, -1.000000, -0.618034, 4.188790

graph:
0, 12, 1.093066
0, 13, 1.093066
0, 22, 1.093066
0, 23, 1.093066
0, 25, 1.093066
1, 15, 1.093066
1, 16, 1.093066
1, 17, 1.093066
1, 18, 1.093066
1, 20, 1.093066
2, 17, 1.093066
2, 19, 1.093066
2, 21, 1.093066
2, 27, 1.093066
2, 28, 1.093066
3, 13, 1.093066
3, 14, 1.093066
3, 15, 1.093066
3, 32, 1.093066
3, 33, 1.093066
4, 28, 1.093066
4, 29, 1.093066
4, 30, 1.093066
4, 35, 1.093066
4, 36, 1.093066
5, 12, 1.093066
5, 14, 1.093066
5, 16, 1.093066
5, 37, 1.093066
5, 38, 1.093066
6, 27, 1.093066
6, 29, 1.093066
6, 31, 1.093066
6, 40, 1.093066
6, 41, 1.093066
7, 22, 1.093066
7, 24, 1.093066
7, 26, 1.093066
7, 30, 1.093066
7, 31, 1.093066
8, 20, 1.093066
8, 21, 1.093066
8, 38, 1.093066
8, 39, 1.093066
8, 40, 1.093066
9, 18, 1.093066
9, 19, 1.093066
9, 32, 1.093066
9, 34, 1.093066
9, 36, 1.093066
10, 25, 1.093066
10, 26, 1.093066
10, 33, 1.093066
10, 34, 1.093066
10, 35, 1.093066
11, 23, 1.093066
11, 24, 1.093066
11, 37, 1.093066
11, 39, 1.093066
11, 41, 1.093066
12, 13, 1.236068
12, 14, 1.236068
12, 23, 1.236068
12, 37, 1.236068
13, 14, 1.236068
13, 25, 1.236068
13, 33, 1.236068
14, 15, 1.236068
14, 16, 1.236068
15, 16, 1.236068
15, 18, 1.236068
15, 32, 1.236068
16, 20, 1.236068
16, 38, 1.236068
17, 18, 1.236068
17, 19, 1.236068
17, 20, 1.236068
17, 21, 1.236068
18, 19, 1.236068
18, 32, 1.236068
19, 28, 1.236068
19, 36, 1.236068
20, 21, 1.236068
20, 38, 1.236068
21, 27, 1.236068
21, 40, 1.236068
22, 23, 1.236068
22, 24, 1.236068
22, 25, 1.236068
22, 26, 1.236068
23, 24, 1.236068
23, 37, 1.236068
24, 31, 1.236068
24, 41, 1.236068
25, 26, 1.236068
25, 33, 1.236068
26, 30, 1.236068
26, 35, 1.236068
27, 28, 1.236068
27, 29, 1.236068
27, 40, 1.236068
28, 29, 1.236068
28, 36, 1.236068
29, 30, 1.236068
29, 31, 1.236068
30, 31, 1.236068
30, 35, 1.236068
31, 41, 1.236068
32, 33, 1.236068
32, 34, 1.236068
33, 34, 1.236068
34, 35, 1.236068
34, 36, 1.236068
35, 36, 1.236068
37, 38, 1.236068
37, 39, 1.236068
38, 39, 1.236068
39, 40, 1.236068
39, 41, 1.236068
40, 41, 1.236068
