source_idx: 5
h_value: 7.569685

points:
0.000000, 6.834505, -11.058461, 14.392933
0.000000, 6.834505, 11.058461, 14.392933
0.000000, -6.834505, 11.058461, 26.447771
-6.834505, 11.058461, 0.000000, 14.392933
-6.834505, -11.058461, 0.000000, 40.840704
6.834505, 11.058461, 0.000000, 0.000000
6.834505, -11.058461, 0.000000, 26.447772
0.000000, -6.834505, -11.058461, 26.447771
11.058461, 0.000000, 6.834505, 14.392933
-11.058461, 0.000000, 6.834505, 26.447771
-11.058461, 0.000000, -6.834505, 26.447771
11.058461, 0.000000, -6.834505, 14.392933
4.017221, 10.517221, -6.500000, 7.196466
-4.017221, 10.517221, -6.500000, 13.223885
0.000000, 13.000000, 0.000000, 7.196466
-4.017221, 10.517221, 6.500000, 13.223885
4.017221, 10.517221, 6.500000, 7.196466
0.000000, 0.000000, 13.000000, 20.420352
-6.500000, 4.017221, 10.517221, 20.420352
-6.500000, -4.017221, 10.517221, 27.616819
6.500000, 4.017221, 10.517221, 13.223886
6.500000, -4.017221, 10.517221, 20.420352
0.000000, 0.000000, -13.000000, 20.420352
6.500000, 4.017221, -10.517221, 13.223886
6.500000, -4.017221, -10.517221, 20.420352
-6.500000, 4.017221, -10.517221, 20.420352
-6.500000, -4.017221, -10.517221, 27.616819
4.017221, -10.517221, 6.500000, 27.616819
-4.017221, -10.517221, 6.500000, 33.644238
0.000000, -13.000000, 0.000000, 33.644238
-4.017221, -10.517221, -6.500000, 33.644238
4.017221, -10.517221, -6.500000, 27.616819
-10.517221, 6.500000, 4.017221, 20.420352
-10.517221, 6.500000, -4.017221, 20.420352
-13.000000, 0.000000, 0.000000, 27.616819
-10.517221, -6.500000, -4.017221, 33.644237
-10.517221, -6.500000, 4.017221, 33.644237
10.517221, 6.500000, -4.017221, 7.196467
10.517221, 6.500000, 4.017221, 7.196467
13.000000, 0.000000, 0.000000, 13.223886
10.517221, -6.500000, 4.017221, 20.420352
10.517221, -6.500000, -4.017221, 20.420352

graph:
0, 12, 7.104930
0, 13, 7.104930
0, 22, 7.104930
0, 23, 7.104930
0, 25, 7.104930
1, 15, 7.104930
1, 16, 7.104930
1, 17, 7.104930
1, 18, 7.104930
1, 20, 7.104930
2, 17, 7.104930
2, 19, 7.104930
2, 21, 7.104930
2, 27, 7.104930
2, 28, 7.104930
3, 13, 7.104930
3, 14, 7.104930
3, 15, 7.104930
3, 32, 7.104930
3, 33, 7.104930
4, 28, 7.104930
4, 29, 7.104930
4, 30, 7.104930
4, 35, 7.104930
4, 36, 7.104930
5, 12, 7.104930
5, 14, 7.104930
5, 16, 7.104930
5, 37, 7.104930
5, 38, 7.104930
6, 27, 7.104930
6, 29, 7.104930
6, 31, 7.104930
6, 40, 7.104930
6, 41, 7.104930
7, 22, 7.104930
7, 24, 7.104930
7, 26, 7.104930
7, 30, 7.104930
7, 31, 7.104930
8, 20, 7.104930
8, 21, 7.104930
8, 38, 7.104930
8, 39, 7.104930
8, 40, 7.104930
9, 18, 7.104930
9, 19, 7.104930
9, 32, 7.104930
9, 34, 7.104930
9, 36, 7.104930
10, 25, 7.104930
10, 26, 7.104930
10, 33, 7.104930
10, 34, 7.104930
10, 35, 7.104930
11, 23, 7.104930
11, 24, 7.104930
11, 37, 7.104930
11, 39, 7.104930
11, 41, 7.104930
12, 13, 8.034442
12, 14, 8.034442
12, 23, 8.034443
12, 37, 8.034443
13, 14, 8.034442
13, 25, 8.034443
13, 33, 8.034443
14, 15, 8.034442
14, 16, 8.034442
15, 16, 8.034442
15, 18, 8.034443
15, 32, 8.034443
16, 20, 8.034443
16, 38, 8.034443
17, 18, 8.034442
17, 19, 8.034442
17, 20, 8.034442
17, 21, 8.034442
18, 19, 8.034442
18, 32, 8.034443
19, 28, 8.034443
19, 36, 8.034443
20, 21, 8.034442
20, 38, 8.034443
21, 27, 8.034443
21, 40, 8.034443
22, 23, 8.034442
22, 24, 8.034442
22, 25, 8.034442
22, 26, 8.034442
23, 24, 8.034442
23, 37, 8.034443
24, 31, 8.034443
24, 41, 8.034443
25, 26, 8.034442
25, 33, 8.034443
26, 30, 8.034443
26, 35, 8.034443
27, 28, 8.034442
27, 29, 8.034442
27, 40, 8.034443
28, 29, 8.034442
28, 36, 8.034443
29, 30, 8.034442
29, 31, 8.034442
30, 31, 8.034442
30, 35, 8.034443
31, 41, 8.034443
32, 33, 8.034442
32, 34, 8.034442
33, 34, 8.034442
34, 35, 8.034442
34, 36, 8.034442
35, 36, 8.034442
37, 38, 8.034442
37, 39, 8.034442
38, 39, 8.034442
39, 40, 8.034442
39, 41, 8.034442
40, 41, 8.034442
