source_idx: 284
h_value: 0.900505

points:
0.000000, 3.154387, -5.103905, 4.241224
0.000000, 3.154387, 5.103905, 12.702835
0.000000, -3.154387, 5.103905, 14.608332
-3.154387, 5.103905, 0.000000, 10.206335
-3.154387, -5.103905, 0.000000, 12.702835
3.154387, 5.103905, 0.000000, 6.146721
3.154387, -5.103905, 0.000000, 8.643221
0.000000, -3.154387, -5.103905, 6.146721
5.103905, 0.000000, 3.154387, 8.643221
-5.103905, 0.000000, 3.154387, 16.447888
-5.103905, 0.000000, -3.154387, 10.206335
5.103905, 0.000000, -3.154387, 2.401668
1.854102, 4.854102, -3.000000, 4.315101
-1.854102, 4.854102, -3.000000, 7.146833
0.000000, 6.000000, 0.000000, 8.038200
-1.854102, 4.854102, 3.000000, 11.774856
1.854102, 4.854102, 3.000000, 9.424778
0.000000, 0.000000, 6.000000, 14.534455
-3.000000, 1.854102, 4.854102, 15.483467
-3.000000, -1.854102, 4.854102, 17.929778
3.000000, 1.854102, 4.854102, 10.811356
3.000000, -1.854102, 4.854102, 11.702723
0.000000, 0.000000, -6.000000, 4.315101
3.000000, 1.854102, -4.854102, 0.919778
3.000000, -1.854102, -4.854102, 3.366089
-3.000000, 1.854102, -4.854102, 7.146833
-3.000000, -1.854102, -4.854102, 8.038200
1.854102, -4.854102, 3.000000, 11.702723
-1.854102, -4.854102, 3.000000, 14.534455
0.000000, -6.000000, 0.000000, 10.811356
-1.854102, -4.854102, -3.000000, 9.424778
1.854102, -4.854102, -3.000000, 7.074700
-4.854102, 3.000000, 1.854102, 13.419443
-4.854102, 3.000000, -1.854102, 10.344556
-6.000000, 0.000000, 0.000000, 13.419442
-4.854102, -3.000000, -1.854102, 11.774856
-4.854102, -3.000000, 1.854102, 15.483467
4.854102, 3.000000, -1.854102, 3.366089
4.854102, 3.000000, 1.854102, 7.074700
6.000000, 0.000000, 0.000000, 5.430114
4.854102, -3.000000, 1.854102, 8.505000
4.854102, -3.000000, -1.854102, 5.430113
0.885725, 4.090310, -4.299402, 3.994731
-0.885725, 4.090310, -4.299402, 5.533205
0.000000, 5.103904, -3.154387, 5.635691
-0.974759, 5.706339, -1.577193, 7.500437
-2.657176, 5.185127, -1.433134, 8.799068
-1.771451, 5.732535, 0.000000, 9.205895
0.974759, 5.706339, -1.577193, 6.172104
1.771451, 5.732535, 0.000000, 6.947839
2.657176, 5.185127, -1.433134, 5.169927
-0.885725, 4.090310, 4.299402, 12.388712
0.885725, 4.090310, 4.299402, 11.201299
0.000000, 5.103904, 3.154387, 10.637172
0.974759, 5.706339, 1.577193, 8.700524
2.657176, 5.185127, 1.433134, 7.648257
-0.974759, 5.706339, 1.577193, 9.906961
-2.657176, 5.185127, 1.433134, 10.973770
0.000000, 1.771451, 5.732535, 13.679629
-1.433134, 2.657176, 5.185127, 14.045864
-1.577193, 0.974759, 5.706339, 15.415952
-3.154387, 0.000000, 5.103904, 17.250832
-4.299402, 0.885725, 4.090310, 16.459068
-4.299402, -0.885725, 4.090310, 17.971082
-1.577193, -0.974759, 5.706339, 16.359261
-1.433134, -2.657176, 5.185127, 16.131526
0.000000, -1.771451, 5.732535, 14.854825
1.433134, 2.657176, 5.185127, 11.901717
1.577193, 0.974759, 5.706339, 12.677452
1.577193, -0.974759, 5.706339, 13.213865
1.433134, -2.657176, 5.185127, 13.316351
3.154387, 0.000000, 5.103904, 11.349119
4.299402, -0.885725, 4.090310, 10.050488
4.299402, 0.885725, 4.090310, 9.643661
0.000000, 1.771451, -5.732535, 3.994731
1.433134, 2.657176, -5.185127, 2.718029
1.577193, 0.974759, -5.706339, 2.490295
3.154387, 0.000000, -5.103904, 1.598724
4.299402, 0.885725, -4.090310, 0.878474
4.299402, -0.885725, -4.090310, 2.390488
1.577193, -0.974759, -5.706339, 3.433604
1.433134, -2.657176, -5.185127, 4.803692
0.000000, -1.771451, -5.732535, 5.169927
-1.433134, 2.657176, -5.185127, 5.533205
-1.577193, 0.974759, -5.706339, 5.635691
-1.577193, -0.974759, -5.706339, 6.172104
-1.433134, -2.657176, -5.185127, 6.947839
-3.154387, 0.000000, -5.103904, 7.500437
-4.299402, -0.885725, -4.090310, 9.205895
-4.299402, 0.885725, -4.090310, 8.799068
0.885725, -4.090310, 4.299402, 13.316351
-0.885725, -4.090310, 4.299402, 14.854825
0.000000, -5.103904, 3.154387, 13.213865
-0.974759, -5.706339, 1.577193, 12.677452
-2.657176, -5.185127, 1.433134, 13.679629
-1.771451, -5.732535, 0.000000, 11.901717
0.974759, -5.706339, 1.577193, 11.349119
1.771451, -5.732535, 0.000000, 9.643661
2.657176, -5.185127, 1.433134, 10.050488
-0.885725, -4.090310, -4.299402, 7.648257
0.885725, -4.090310, -4.299402, 6.460844
0.000000, -5.103904, -3.154387, 8.212384
0.974759, -5.706339, -1.577193, 8.942595
2.657176, -5.185127, -1.433134, 7.875786
-0.974759, -5.706339, -1.577193, 10.149032
-2.657176, -5.185127, -1.433134, 11.201299
-4.090310, 4.299402, 0.885725, 11.686006
-4.090310, 4.299402, -0.885725, 10.303252
-5.103904, 3.154387, 0.000000, 11.926691
-5.706339, 1.577193, -0.974759, 11.926691
-5.185127, 1.433134, -2.657176, 10.303252
-5.732535, 0.000000, -1.771451, 11.686006
-5.706339, 1.577193, 0.974759, 13.666002
-5.732535, 0.000000, 1.771451, 15.112875
-5.185127, 1.433134, 2.657176, 15.112874
-4.090310, -4.299402, -0.885725, 12.388712
-4.090310, -4.299402, 0.885725, 14.045864
-5.103904, -3.154387, 0.000000, 13.637501
-5.706339, -1.577193, 0.974759, 14.696635
-5.185127, -1.433134, 2.657176, 16.459068
-5.706339, -1.577193, -0.974759, 12.744045
-5.185127, -1.433134, -2.657176, 10.973770
4.090310, 4.299402, -0.885725, 4.803692
4.090310, 4.299402, 0.885725, 6.460844
5.103904, 3.154387, 0.000000, 5.212055
5.706339, 1.577193, 0.974759, 6.105511
5.185127, 1.433134, 2.657176, 7.875786
5.732535, 0.000000, 1.771451, 7.163550
5.706339, 1.577193, -0.974759, 4.152921
5.732535, 0.000000, -1.771451, 3.736681
5.185127, 1.433134, -2.657176, 2.390488
4.090310, -4.299402, 0.885725, 8.546304
4.090310, -4.299402, -0.885725, 7.163550
5.103904, -3.154387, 0.000000, 6.922865
5.706339, -1.577193, -0.974759, 5.183554
5.185127, -1.433134, -2.657176, 3.736681
5.706339, -1.577193, 0.974759, 6.922865
5.185127, -1.433134, 2.657176, 8.546304
-2.551952, 3.526711, 4.129146, 13.637501
-3.526711, 4.129146, 2.551952, 12.744044
-4.129146, 2.551953, 3.526712, 14.696635
2.551952, 3.526711, 4.129146, 10.149032
4.129146, 2.551953, 3.526712, 8.942595
3.526711, 4.129146, 2.551952, 8.212384
-2.551952, 3.526711, -4.129146, 7.023109
-4.129146, 2.551953, -3.526712, 8.735906
-3.526711, 4.129146, -2.551952, 8.735906
2.551952, 3.526711, -4.129146, 2.490295
3.526711, 4.129146, -2.551952, 3.433604
4.129146, 2.551953, -3.526712, 1.598724
-2.551952, -3.526711, -4.129146, 8.700524
-3.526711, -4.129146, -2.551952, 10.637172
