source_idx: 13
h_value: 2.329134

points:
0.000000, 2.102925, -3.402604, 2.214297
0.000000, 2.102925, 3.402604, 6.283185
0.000000, -2.102925, 3.402604, 10.352073
-2.102925, 3.402604, 0.000000, 2.214297
-2.102925, -3.402604, 0.000000, 8.497483
2.102925, 3.402604, 0.000000, 4.068888
2.102925, -3.402604, 0.000000, 10.352073
0.000000, -2.102925, -3.402604, 6.283185
3.402604, 0.000000, 2.102925, 8.497483
-3.402604, 0.000000, 2.102925, 6.283185
-3.402604, 0.000000, -2.102925, 4.068888
3.402604, 0.000000, -2.102925, 6.283185
1.236068, 3.236068, -2.000000, 2.513274
-1.236068, 3.236068, -2.000000, 0.000000
0.000000, 4.000000, 0.000000, 2.513274
-1.236068, 3.236068, 2.000000, 4.188790
1.236068, 3.236068, 2.000000, 5.026548
0.000000, 0.000000, 4.000000, 8.377580
-2.000000, 1.236068, 3.236068, 6.283185
-2.000000, -1.236068, 3.236068, 8.377580
2.000000, 1.236068, 3.236068, 7.539822
2.000000, -1.236068, 3.236068, 10.053096
0.000000, 0.000000, -4.000000, 4.188790
2.000000, 1.236068, -3.236068, 4.188790
2.000000, -1.236068, -3.236068, 6.283185
-2.000000, 1.236068, -3.236068, 2.513274
-2.000000, -1.236068, -3.236068, 5.026548
1.236068, -3.236068, 2.000000, 12.566371
-1.236068, -3.236068, 2.000000, 10.053097
0.000000, -4.000000, 0.000000, 10.053096
-1.236068, -3.236068, -2.000000, 7.539822
1.236068, -3.236068, -2.000000, 8.377580
-3.236068, 2.000000, 1.236068, 4.188790
-3.236068, 2.000000, -1.236068, 2.513274
-4.000000, 0.000000, 0.000000, 5.026548
-3.236068, -2.000000, -1.236068, 6.283185
-3.236068, -2.000000, 1.236068, 7.539822
3.236068, 2.000000, -1.236068, 5.026548
3.236068, 2.000000, 1.236068, 6.283185
4.000000, 0.000000, 0.000000, 7.539822
3.236068, -2.000000, 1.236068, 10.053096
3.236068, -2.000000, -1.236068, 8.377580

graph:
0, 12, 2.186132
0, 13, 2.186132
0, 22, 2.186132
0, 23, 2.186132
0, 25, 2.186132
1, 15, 2.186132
1, 16, 2.186132
1, 17, 2.186132
1, 18, 2.186132
1, 20, 2.186132
2, 17, 2.186132
2, 19, 2.186132
2, 21, 2.186132
2, 27, 2.186132
2, 28, 2.186132
3, 13, 2.186132
3, 14, 2.186132
3, 15, 2.186132
3, 32, 2.186132
3, 33, 2.186132
4, 28, 2.186132
4, 29, 2.186132
4, 30, 2.186132
4, 35, 2.186132
4, 36, 2.186132
5, 12, 2.186132
5, 14, 2.186132
5, 16, 2.186132
5, 37, 2.186132
5, 38, 2.186132
6, 27, 2.186132
6, 29, 2.186132
6, 31, 2.186132
6, 40, 2.186132
6, 41, 2.186132
7, 22, 2.186132
7, 24, 2.186132
7, 26, 2.186132
7, 30, 2.186132
7, 31, 2.186132
8, 20, 2.186132
8, 21, 2.186132
8, 38, 2.186132
8, 39, 2.186132
8, 40, 2.186132
9, 18, 2.186132
9, 19, 2.186132
9, 32, 2.186132
9, 34, 2.186132
9, 36, 2.186132
10, 25, 2.186132
10, 26, 2.186132
10, 33, 2.186132
10, 34, 2.186132
10, 35, 2.186132
11, 23, 2.186132
11, 24, 2.186132
11, 37, 2.186132
11, 39, 2.186132
11, 41, 2.186132
12, 13, 2.472136
12, 14, 2.472136
12, 23, 2.472136
12, 37, 2.472136
13, 14, 2.472136
13, 25, 2.472136
13, 33, 2.472136
14, 15, 2.472136
14, 16, 2.472136
15, 16, 2.472136
15, 18, 2.472136
15, 32, 2.472136
16, 20, 2.472136
16, 38, 2.472136
17, 18, 2.472136
17, 19, 2.472136
17, 20, 2.472136
17, 21, 2.472136
18, 19, 2.472136
18, 32, 2.472136
19, 28, 2.472136
19, 36, 2.472136
20, 21, 2.472136
20, 38, 2.472136
21, 27, 2.472136
21, 40, 2.472136
22, 23, 2.472136
22, 24, 2.472136
22, 25, 2.472136
22, 26, 2.472136
23, 24, 2.472136
23, 37, 2.472136
24, 31, 2.472136
24, 41, 2.472136
25, 26, 2.472136
25, 33, 2.472136
26, 30, 2.472136
26, 35, 2.472136
27, 28, 2.472136
27, 29, 2.472136
27, 40, 2.472136
28, 29, 2.472136
28, 36, 2.472136
29, 30, 2.472136
29, 31, 2.472136
30, 31, 2.472136
30, 35, 2.472136
31, 41, 2.472136
32, 33, 2.472136
32, 34, 2.472136
33, 34, 2.472136
34, 35, 2.472136
34, 36, 2.472136
35, 36, 2.472136
37, 38, 2.472136
37, 39, 2.472136
38, 39, 2.472136
39, 40, 2.472136
39, 41, 2.472136
40, 41, 2.472136
